ID,Year,Latitude,Longitude,Radius,Conflict area,Conflict site,Conflict territory,Version
187,1999,8.69,-12,150,62478,451,Sierra Leone,Apr-10
187,2000,8.75,-11.77,150,63416,451,Sierra Leone,Apr-10
188,1991,38.93,32.05,400,401740,640,Turkey,Apr-10
188,1992,39.01,32.15,400,403829,640,Turkey,Apr-10
188,2005,39.22,39.4,50,7809,640,Turkey,Apr-10
189,1991,46.12,14.9,100,24964,345,Yugoslavia,Apr-10
190,1991,44.18,15.95,300,138959,345,Yugoslavia,Apr-10
191,1991,35.12,4.93,300,243672,615,Algeria,Apr-10
191,1992,35.13,3.4,400,378163,615,Algeria,Apr-10
191,1993,35.12,2.6,350,296097,615,Algeria,Apr-10
191,1994,35.15,2.91,400,369712,615,Algeria,Apr-10
191,1995,35.06,4.1,350,315661,615,Algeria,Apr-10
191,1996,35.88,2.8,400,306327,615,Algeria,Apr-10
191,1997,35.77,2.08,350,240732,615,Algeria,Apr-10
191,1998,34.86,3.52,450,476083,615,Algeria,Apr-10
191,1999,35.92,3.12,400,308156,615,Algeria,Apr-10
191,2000,35.29,3.38,400,364885,615,Algeria,Apr-10
191,2001,35.31,3.76,400,366436,615,Algeria,Apr-10
191,2002,36.15,3.96,350,236892,615,Algeria,Apr-10
191,2003,29.83,4.81,900,1843668,615,Algeria,Apr-10
191,2004,31.8,3.87,600,1015112,615,Algeria,Apr-10
191,2005,35.78,4.32,250,151966,615,Algeria,Apr-10
191,2006,35.32,3.43,350,292118,615,Algeria,Apr-10
191,2007,35.17,3.39,400,374810,615,Algeria,Apr-10
191,2008,32.31,3.49,550,871043,615,Algeria,Apr-10
192,1991,-5.08,12.49,100,6979,540,Angola,Apr-10
192,1994,-5.09,12.57,100,6981,540,Angola,Apr-10
192,1996,-4.7,12.75,50,3029,540,Angola,Apr-10
192,1997,-5.02,12.7,100,6979,540,Angola,Apr-10
192,1998,-5.1,12.49,100,6979,540,Angola,Apr-10
192,2002,-5.16,12.38,100,6980,540,Angola,Apr-10
192,2004,-5,12.54,50,4503,540,Angola,Apr-10
192,2007,-5.08,12.49,100,6979,540,Angola,Apr-10
193,1991,39.93,46.92,100,25049,373,Azerbaijan,Apr-10
193,1992,39.93,46.92,100,25049,373,Azerbaijan,Apr-10
193,1993,39.6,46.35,100,19127,373,Azerbaijan,Apr-10
193,1994,39.6,46.35,100,19127,373,Azerbaijan,Apr-10
193,2005,39.6,46.35,100,19127,373,Azerbaijan,Apr-10
194,1992,43.9,17.24,200,51513,346,Bosnia and Herzegovina,Apr-10
194,1993,43.86,17.42,200,51527,346,Bosnia and Herzegovina,Apr-10
194,1994,43.86,17.42,200,51527,346,Bosnia and Herzegovina,Apr-10
194,1995,43.86,17.42,200,51527,346,Bosnia and Herzegovina,Apr-10
195,1992,44.28,17.56,250,50004,344,Croatia,Apr-10
195,1993,44.83,17.33,200,48404,344,Croatia,Apr-10
195,1995,44.83,17.33,200,48404,344,Croatia,Apr-10
196,1993,27.07,32.08,400,416403,651,Egypt,Apr-10
196,1994,27.07,32.08,400,416403,651,Egypt,Apr-10
196,1995,28.63,31.04,350,350708,651,Egypt,Apr-10
196,1996,28.3,31.48,250,185522,651,Egypt,Apr-10
196,1997,28.24,31.83,350,336031,651,Egypt,Apr-10
196,1998,27.75,31.11,100,31210,651,Egypt,Apr-10
197,1992,43.1,40.92,100,9478,372,Georgia,Apr-10
197,1993,43.1,40.92,100,9478,372,Georgia,Apr-10
198,1992,42.23,43.97,50,7538,372,Georgia,Apr-10
198,2004,42.23,43.97,50,7538,372,Georgia,Apr-10
198,2008,42.65,42.45,250,59563,372,Georgia,Apr-10
199,1992,47.04,29.32,50,5975,359,Moldova,Apr-10
200,1992,37.9,68.93,100,24759,702,Tajikistan,Apr-10
200,1993,38.26,70.01,150,50455,702,Tajikistan,Apr-10
200,1994,37.99,70.63,100,16130,702,Tajikistan,Apr-10
200,1995,38.04,70.52,150,45683,702,Tajikistan,Apr-10
200,1996,38.44,69.85,150,53047,702,Tajikistan,Apr-10
200,1998,39.23,69.58,100,25762,702,Tajikistan,Apr-10
201,1993,40.54,48.12,200,73642,373,Azerbaijan,Apr-10
201,1995,40.74,47.63,250,83108,373,Azerbaijan,Apr-10
202,1993,44.97,15.94,50,3344,346,Bosnia and Herzegovina,Apr-10
202,1994,44.97,15.94,50,3344,346,Bosnia and Herzegovina,Apr-10
202,1995,44.97,15.94,50,3344,346,Bosnia and Herzegovina,Apr-10
203,1993,43.84,18.51,150,40927,346,Bosnia and Herzegovina,Apr-10
203,1994,43.84,18.51,150,40927,346,Bosnia and Herzegovina,Apr-10
204,1993,55.75,37.62,50,7808,365,Russia,Apr-10
205,1994,18.12,-96.81,500,409816,70,Mexico,Apr-10
205,1996,17.53,-98.13,250,162176,70,Mexico,Apr-10
206,1994,43.31,45.7,50,7809,365,Russia,Apr-10
206,1995,43.76,44.88,150,67084,365,Russia,Apr-10
206,1996,43.29,46.15,100,31112,365,Russia,Apr-10
206,1999,43.15,46.2,150,57268,365,Russia,Apr-10
206,2000,43.2,45.84,100,29660,365,Russia,Apr-10
206,2001,43.06,45.53,100,26897,365,Russia,Apr-10
206,2002,43.24,46.04,150,59531,365,Russia,Apr-10
206,2003,43.38,45.11,150,60427,365,Russia,Apr-10
206,2004,43.37,44.79,250,132370,365,Russia,Apr-10
206,2005,43.6,44.78,250,141659,365,Russia,Apr-10
206,2006,43.42,44.47,300,175819,365,Russia,Apr-10
206,2007,43.12,45.08,250,120728,365,Russia,Apr-10
207,1994,14.66,46.04,300,204049,678,Yemen,Apr-10
208,1995,-4.25,-78.5,100,31178,"130, 135","Ecuador, Peru",Apr-10
209,1990,25.12,67.71,100,29734,770,Pakistan,Apr-10
209,1995,25.12,67.71,100,29734,770,Pakistan,Apr-10
209,1996,24.87,67.05,50,5018,770,Pakistan,Apr-10
209,2007,35.21,72.55,50,7800,770,Pakistan,Apr-10
209,2008,33.99,71.96,350,239690,770,Pakistan,Apr-10
210,1996,4.57,8.6,50,2514,471,Cameroon,Apr-10
212,1995,16.37,13.11,350,297137,436,Niger,Apr-10
212,1997,18.79,10.77,500,724108,436,Niger,Apr-10
213,1997,-12.16,44.4,50,450,581,Comoros,Apr-10
214,1993,-4.26,15.28,50,4472,484,Republic of Congo,Apr-10
214,1994,-4.26,15.28,50,4472,484,Republic of Congo,Apr-10
214,1997,-1.58,14.95,550,323546,484,Republic of Congo,Apr-10
214,1998,-4.23,13.98,150,46939,484,Republic of Congo,Apr-10
214,1999,-3.7,13.34,250,114664,484,Republic of Congo,Apr-10
214,2002,-3.79,14.93,100,28097,484,Republic of Congo,Apr-10
215,1998,13.69,40.04,300,219764,"531, 530","Eritrea, Ethiopia",Apr-10
215,1999,14.26,39.65,350,280109,"531, 530","Eritrea, Ethiopia",Apr-10
215,2000,14.11,39.72,350,283536,"531, 530","Eritrea, Ethiopia",Apr-10
216,1998,11.97,-15.08,200,33257,404,Guinea-Bissau,Apr-10
216,1999,11.97,-15.08,200,33257,404,Guinea-Bissau,Apr-10
217,1998,-29.33,28,50,7637,570,Lesotho,Apr-10
218,1998,42.43,20.93,100,19217,345,Yugoslavia,Apr-10
218,1999,44.17,20.27,250,100890,345,Yugoslavia,Apr-10
219,1989,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1990,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1991,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1992,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1994,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1995,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1998,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,1999,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2000,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2001,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2002,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2003,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2004,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2005,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2006,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2007,8.48,38.58,550,873193,530,Ethiopia,Apr-10
219,2008,8.48,38.58,550,873193,530,Ethiopia,Apr-10
220,1999,42.83,47.12,50,7384,365,Russia,Apr-10
221,1999,40.54,66.84,200,93382,704,Uzbekistan,Apr-10
221,2000,39,69.81,300,87056,704,Uzbekistan,Apr-10
221,2004,40.54,66.84,200,93382,704,Uzbekistan,Apr-10
222,2001,5.83,18.44,200,114794,482,Central African Republic,Apr-10
222,2002,6,18.45,250,174063,482,Central African Republic,Apr-10
222,2006,9.2,21.93,200,103224,482,Central African Republic,Apr-10
223,2001,42.07,21.34,50,5275,343,Macedonia,Apr-10
224,2001,39.4,-77.96,100,31182,2,USA,Apr-10
224,2002,-888,-888,-888,-888,2,USA,Apr-10
224,2004,-888,-888,-888,-888,2,USA,Apr-10
224,2005,-888,-888,-888,-888,2,USA,Apr-10
224,2006,-888,-888,-888,-888,2,USA,Apr-10
224,2007,-888,-888,-888,-888,2,USA,Apr-10
224,2008,-888,-888,-888,-888,2,USA,Apr-10
225,2002,7.6,-6.42,400,305022,437,Ivory Coast,Apr-10
225,2003,6.71,-7.85,250,102039,437,Ivory Coast,Apr-10
225,2004,8.4,-5.6,350,287662,437,Ivory Coast,Apr-10
226,2003,33.64,45.39,550,426798,645,Iraq,Apr-10
227,1989,26.98,92.76,250,139603,750,India,Apr-10
227,1990,26.98,92.76,250,139603,750,India,Apr-10
227,1993,26.98,92.76,250,139603,750,India,Apr-10
227,1994,26.98,92.76,250,139603,750,India,Apr-10
227,1995,26.58,91.39,100,21593,750,India,Apr-10
227,1996,26.41,90.85,100,24057,750,India,Apr-10
227,1997,26.58,91.39,100,21593,750,India,Apr-10
227,1998,26.58,91.39,100,21593,750,India,Apr-10
227,1999,26.63,91.57,150,50946,750,India,Apr-10
227,2000,26.39,91.24,150,51264,750,India,Apr-10
227,2001,26.29,91.49,150,54121,750,India,Apr-10
227,2002,26.63,92.05,250,128237,750,India,Apr-10
227,2003,26.65,92.72,250,147112,750,India,Apr-10
227,2004,26.65,92.72,250,147112,750,India,Apr-10
228,1997,21.25,98.77,150,66894,775,Myanmar,Apr-10
248,2003,6.51,101.44,100,13907,800,Thailand,Apr-10
248,2004,6.46,101.33,100,14551,800,Thailand,Apr-10
248,2005,6.53,101.22,100,15213,800,Thailand,Apr-10
248,2006,6.48,101.36,100,14400,800,Thailand,Apr-10
248,2007,6.43,101.31,100,14593,800,Thailand,Apr-10
248,2008,6.27,101.39,100,13552,800,Thailand,Apr-10
249,2004,12.09,12.9,200,102576,475,Nigeria,Apr-10
250,2004,5.16,6.38,100,30285,475,Nigeria,Apr-10
251,1990,-888,-888,-888,-888,666,Israel,Apr-10
251,1991,-888,-888,-888,-888,666,Israel,Apr-10
251,1992,-888,-888,-888,-888,666,Israel,Apr-10
251,1993,-888,-888,-888,-888,666,Israel,Apr-10
251,1994,33.06,35.38,50,4088,666,Israel,Apr-10
251,1995,-888,-888,-888,-888,666,Israel,Apr-10
251,1996,33.06,35.38,50,4088,666,Israel,Apr-10
251,1997,-888,-888,-888,-888,666,Israel,Apr-10
251,1998,33.21,35.57,50,2743,666,Israel,Apr-10
251,1999,33.21,35.57,50,2743,666,Israel,Apr-10
251,2006,33.01,35.28,50,4169,666,Israel,Apr-10
254,2007,-5.26,13.76,200,45891,490,DRC,Apr-10
254,2008,-5.44,13.24,150,30119,490,DRC,Apr-10
255,1991,16.87,5.19,450,401277,436,Niger,Apr-10
255,1992,17,5.93,350,306812,436,Niger,Apr-10
255,1997,18.79,10.77,500,724108,436,Niger,Apr-10
255,2007,18.34,6.64,250,175891,436,Niger,Apr-10
255,2008,16.66,6.8,300,277782,436,Niger,Apr-10
257,2007,43.12,46.58,100,29392,365,Russia,Apr-10
257,2008,42.87,45.83,250,106438,365,Russia,Apr-10
258,2008,25.35,93.02,50,7809,750,India,Apr-10
259,2008,24.73,93.99,50,7807,750,India,Apr-10
260,2008,12.71,43.14,50,2000,522,Djibouti,Apr-10
263,1997,24.33,93.67,50,7245,750,India,Apr-10
